85.9133	1.767	-2.839	0.673		-0.095	4.260	0.616		-0.301	-0.391	0.066		Knee Pitch	Knee Roll	Knee Yaw	Ankle Pitch	Ankle Roll	Ankle Yaw	0.211	1.006	-0.344	0.211	1.006	-0.344	0.211	1.006	-0.344	0.010	0.000	0.021	9.374	-11.123	94.950	-3.587	15.119	90.868	0.000	-15.624	68.306	
85.9216	1.782	-2.807	0.641		-0.117	4.289	0.578		-0.295	-0.460	-0.002								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
85.9299	1.782	-2.807	0.641		-0.117	4.289	0.578		-0.295	-0.460	-0.002								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
85.9382	1.774	-2.855	0.647		-0.066	4.109	0.634		-0.325	-0.212	0.005								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.021										
85.9465	1.774	-2.855	0.647		-0.066	4.109	0.634		-0.325	-0.212	0.005								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.021										
85.9548	1.776	-2.803	0.655		-0.052	4.114	0.639		-0.353	-0.274	-0.017								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
85.9631	1.776	-2.803	0.655		-0.052	4.114	0.639		-0.353	-0.274	-0.017								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
85.9714	1.783	-2.737	0.602		-0.101	4.186	0.568		-0.303	-0.411	-0.025								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.008	0.000	0.022										
85.9797	1.783	-2.737	0.602		-0.101	4.186	0.568		-0.303	-0.411	-0.025								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.008	0.000	0.022										
85.988	1.764	-2.853	0.673		-0.016	4.025	0.662		-0.318	-0.117	-0.083								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.010	0.000	0.021										
85.9963	1.764	-2.853	0.673		-0.016	4.025	0.662		-0.318	-0.117	-0.083								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.010	0.000	0.021										
86.0046	1.784	-2.676	0.695		-0.152	4.308	0.487		-0.247	-0.629	-0.036								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
86.0129	1.784	-2.676	0.695		-0.152	4.308	0.487		-0.247	-0.629	-0.036								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
86.0212	1.759	-2.712	0.600		0.003	3.748	0.667		-0.367	0.018	-0.034								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.008	0.000	0.021										
86.0295	1.759	-2.712	0.600		0.003	3.748	0.667		-0.367	0.018	-0.034								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.008	0.000	0.021										
86.0378	1.758	-2.664	0.688		0.026	3.777	0.689		-0.359	0.002	-0.131								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.010	0.000	0.021										
86.0461	1.758	-2.664	0.688		0.026	3.777	0.689		-0.359	0.002	-0.131								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.010	0.000	0.021										
86.0544	1.765	-2.659	0.701		-0.135	4.393	0.477		-0.260	-0.650	0.089								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
86.0627	1.765	-2.659	0.701		-0.135	4.393	0.477		-0.260	-0.650	0.089								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.009	0.000	0.022										
86.071	1.750	-2.712	0.614		-0.070	4.163	0.549		-0.276	-0.452	-0.113								0.212	1.006	-0.344	0.212	1.006	-0.344	0.212	1.006	-0.344	0.008	0.000	0.022										
