Time Stamp	Hip Pitch	Hip Roll	Hip Yaw	Knee Pitch	Knee Roll	Knee Yaw	Ankle Pitch	Ankle Roll	Ankle Yaw	Hjoint X	Hjoint Y	Hjoint Z	Kjoint X	Kjoint Y	Kjoint Z	Ajoint X	Ajoint Y	Ajoint Z	Ankle Path x	Ankle Path y	Ankle Path y	Hip OffPitch	Hip OffRoll	Hip OffYaw	Knee OffPitch	Knee OffRoll	Knee OffYaw	Ankle OffPitch	Ankle OffRoll	Ankle OffYaw	
7.9763	0.107	-0.011	0.055		-0.068	0.034	-0.060		1.734	-1.857	-0.200								0.056	0.000	-0.078	0.056	0.000	-0.078	0.056	0.000	-0.078	-0.002	0.000	0.000	-0.054	-0.052	-0.293	0.097	-0.036	0.352	-2.452	2.635	0.179	
7.9846	0.024	-0.020	0.013		0.500	-0.205	0.856		-5.824	5.841	-0.727								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.008	0.000	-0.002										
7.9929	0.024	-0.020	0.013		0.500	-0.205	0.856		-5.824	5.841	-0.727								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.008	0.000	-0.002										
8.0012	-0.049	-0.027	0.018		-0.145	0.052	-0.092		2.810	-2.939	-0.119								0.054	0.000	-0.079	0.054	0.000	-0.079	0.054	0.000	-0.079	0.001	0.000	0.001										
8.0095	-0.049	-0.027	0.018		-0.145	0.052	-0.092		2.810	-2.939	-0.119								0.054	0.000	-0.079	0.054	0.000	-0.079	0.054	0.000	-0.079	0.001	0.000	0.001										
8.0178	0.024	-0.031	0.011		-0.033	0.006	0.056		1.547	-1.663	-0.290								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.002	0.000	0.001										
8.0261	0.024	-0.031	0.011		-0.033	0.006	0.056		1.547	-1.663	-0.290								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.002	0.000	0.001										
8.0344	0.072	-0.041	-0.095		0.008	-0.003	0.106		1.268	-1.406	-0.338								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.003	0.000	0.000										
8.0427	0.072	-0.041	-0.095		0.008	-0.003	0.106		1.268	-1.406	-0.338								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.003	0.000	0.000										
8.051	0.058	-0.011	0.203		-0.212	0.082	-0.397		3.441	-3.606	-0.097								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.000	0.000	0.001										
8.059299	0.058	-0.011	0.203		-0.212	0.082	-0.397		3.441	-3.606	-0.097								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.000	0.000	0.001										
8.0676	0.065	-0.031	0.042		-0.346	0.149	-0.419		3.311	-3.360	0.237								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.002	0.000	0.002										
8.0759	0.065	-0.031	0.042		-0.346	0.149	-0.419		3.311	-3.360	0.237								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.002	0.000	0.002										
8.0842	0.090	-0.034	0.012		-0.093	0.046	-0.163		0.717	-0.731	-0.010								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.001	0.000	0.001										
8.0925	0.090	-0.034	0.012		-0.093	0.046	-0.163		0.717	-0.731	-0.010								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.001	0.000	0.001										
8.1008	0.088	-0.047	-0.063		-0.011	0.008	0.011		1.049	-1.132	-0.216								0.057	0.000	-0.079	0.057	0.000	-0.079	0.057	0.000	-0.079	-0.003	0.000	0.001										
8.1091	0.088	-0.047	-0.063		-0.011	0.008	0.011		1.049	-1.132	-0.216								0.057	0.000	-0.079	0.057	0.000	-0.079	0.057	0.000	-0.079	-0.003	0.000	0.001										
8.1174	-0.008	-0.039	0.065		-0.120	0.045	-0.124		2.337	-2.446	-0.187								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.000	0.000	0.001										
8.1257	-0.008	-0.039	0.065		-0.120	0.045	-0.124		2.337	-2.446	-0.187								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	0.000	0.000	0.001										
8.134	0.039	-0.026	-0.001		-0.129	0.058	-0.171		2.925	-3.083	-0.081								0.056	0.000	-0.078	0.056	0.000	-0.078	0.056	0.000	-0.078	0.000	0.000	0.001										
8.1423	0.039	-0.026	-0.001		-0.129	0.058	-0.171		2.925	-3.083	-0.081								0.056	0.000	-0.078	0.056	0.000	-0.078	0.056	0.000	-0.078	0.000	0.000	0.001										
8.150599	0.010	-0.051	0.004		0.335	-0.157	0.498		-2.827	2.795	-0.629								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.006	0.001	0.000										
8.1589	0.010	-0.051	0.004		0.335	-0.157	0.498		-2.827	2.795	-0.629								0.056	0.000	-0.079	0.056	0.000	-0.079	0.056	0.000	-0.079	-0.006	0.001	0.000										
8.1672	0.046	-0.028	0.031		0.272	-0.113	0.551		-3.410	3.410	-0.612								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.006	0.000	-0.001										
8.1755	0.046	-0.028	0.031		0.272	-0.113	0.551		-3.410	3.410	-0.612								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.006	0.000	-0.001										
8.1838	-0.033	-0.029	0.082		0.069	-0.020	0.087		-0.675	0.674	-0.086								0.054	0.000	-0.079	0.054	0.000	-0.079	0.054	0.000	-0.079	-0.001	0.000	0.000										
8.1921	-0.033	-0.029	0.082		0.069	-0.020	0.087		-0.675	0.674	-0.086								0.054	0.000	-0.079	0.054	0.000	-0.079	0.054	0.000	-0.079	-0.001	0.000	0.000										
8.200399	0.015	-0.029	0.078		0.019	-0.003	-0.029		1.219	-1.359	-0.302								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.001	0.000	0.001										
8.2087	0.015	-0.029	0.078		0.019	-0.003	-0.029		1.219	-1.359	-0.302								0.055	0.000	-0.079	0.055	0.000	-0.079	0.055	0.000	-0.079	-0.001	0.000	0.001										
8.217	0.110	-0.048	-0.099		-0.056	0.028	-0.028		1.729	-1.854	-0.203								0.057	0.000	-0.079	0.057	0.000	-0.079	0.057	0.000	-0.079	-0.003	0.000	0.001										
8.2253	0.110	-0.048	-0.099		-0.056	0.028	-0.028		1.729	-1.854	-0.203								0.057	0.000	-0.079	0.057	0.000	-0.079	0.057	0.000	-0.079	-0.003	0.000	0.001										
