Hip Yaw	Hip Pitch	Hip Roll	Knee Yaw	Knee Pitch	Knee Roll	Ankle Yaw	Ankle Pitch	Ankle Roll	Time Stamp
-0.1	0.1	0.1	-0.3	0.1	0.3	-0.2	0.0	-0.1	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
0.0	0.1	0.1	0.0	0.0	0.0	-0.1	0.0	-0.1	
0.0	0.1	0.1	0.0	0.0	0.0	-0.1	0.0	-0.1	
-0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	
-0.1	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0	
0.0	0.1	0.0	0.0	0.0	-0.1	-0.1	-0.1	0.0	
0.0	0.1	0.0	0.0	0.0	-0.1	-0.1	-0.1	0.0	
0.0	0.1	0.1	0.0	0.1	0.1	-0.2	-0.1	-0.1	
0.0	0.1	0.1	0.0	0.1	0.1	-0.2	-0.1	-0.1	
0.0	0.0	0.0	0.1	0.0	0.0	-0.1	-0.1	0.0	
0.0	0.0	0.0	0.1	0.0	0.0	-0.1	-0.1	0.0	
-0.2	-0.1	-0.1	0.1	0.1	0.0	0.0	0.0	0.1	
-0.2	-0.1	-0.1	0.1	0.1	0.0	0.0	0.0	0.1	
-0.2	0.1	0.1	-0.1	0.1	0.2	-0.1	-0.2	0.0	
-0.2	0.1	0.1	-0.1	0.1	0.2	-0.1	-0.2	0.0	
-0.2	0.1	0.1	-0.1	0.1	0.2	-0.1	-0.2	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	0.0	-0.2	0.1	
-0.1	0.0	0.0	-0.2	0.1	0.2	0.0	-0.2	0.1	
0.0	0.0	0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	
0.0	0.0	0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	
-0.1	0.0	0.1	-0.1	0.0	0.1	-0.1	-0.1	0.0	
-0.1	0.0	0.1	-0.1	0.0	0.1	-0.1	-0.1	0.0	
0.0	0.1	0.0	0.1	0.1	0.0	-0.1	-0.1	0.0	
0.0	0.1	0.0	0.1	0.1	0.0	-0.1	-0.1	0.0	
0.0	0.0	0.0	0.0	0.1	0.2	0.0	-0.1	0.0	
0.0	0.0	0.0	0.0	0.1	0.2	0.0	-0.1	0.0	
0.0	0.1	0.1	0.0	0.1	0.1	-0.2	0.0	-0.1	
0.0	0.1	0.1	0.0	0.1	0.1	-0.2	0.0	-0.1	
-0.1	0.0	-0.1	-0.1	0.1	0.0	-0.1	-0.1	0.0	
-0.1	0.0	-0.1	-0.1	0.1	0.0	-0.1	-0.1	0.0	
-0.1	0.1	0.0	-0.1	0.1	0.1	-0.1	-0.1	0.0	
-0.1	0.1	0.0	-0.1	0.1	0.1	-0.1	-0.1	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1	0.0	
0.0	0.0	0.0	-0.1	0.0	0.1	-0.1	-0.2	0.0	
0.0	0.0	0.0	-0.1	0.0	0.1	-0.1	-0.2	0.0	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
-0.1	-0.1	-0.1	-0.2	0.0	0.1	0.1	-0.1	0.1	
-0.1	-0.1	-0.1	-0.2	0.0	0.1	0.1	-0.1	0.1	
0.1	0.1	0.0	-0.1	0.0	0.2	-0.2	0.0	-0.1	
0.1	0.1	0.0	-0.1	0.0	0.2	-0.2	0.0	-0.1	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	0.0	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	0.0	0.0	
-0.1	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	
-0.1	-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	0.0	
0.1	0.0	0.0	0.1	0.0	0.0	0.0	-0.1	0.0	
0.1	0.0	0.0	0.1	0.0	0.0	0.0	-0.1	0.0	
-0.1	0.0	0.0	-0.4	0.1	0.4	-0.1	-0.2	0.0	
-0.1	0.0	0.0	-0.4	0.1	0.4	-0.1	-0.2	0.0	
-0.1	0.1	0.2	0.0	0.1	0.1	-0.2	0.0	-0.1	
-0.1	0.1	0.2	0.0	0.1	0.1	-0.2	0.0	-0.1	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.2	-0.1	
-0.1	0.1	0.1	-0.2	0.1	0.2	-0.2	-0.2	-0.1	
-0.1	0.0	0.0	-0.2	0.1	0.3	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	-0.1	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.1	-0.1	-0.1	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.1	-0.1	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	0.1	-0.1	0.1	
-0.1	0.0	0.0	-0.2	0.1	0.3	0.1	-0.1	0.1	
-0.1	0.0	0.0	-0.2	0.1	0.2	0.0	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	0.0	-0.1	0.0	
-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	-0.1	0.1	
-0.1	-0.1	0.0	0.1	0.0	0.0	0.0	-0.1	0.1	
0.0	0.1	0.0	-0.2	0.1	0.3	-0.1	-0.1	0.0	
0.0	0.1	0.0	-0.2	0.1	0.3	-0.1	-0.1	0.0	
0.0	0.1	0.0	-0.2	0.1	0.2	-0.1	-0.1	-0.1	
0.0	0.1	0.0	-0.2	0.1	0.2	-0.1	-0.1	-0.1	
0.0	0.0	0.0	-0.2	0.0	0.2	-0.1	0.0	-0.1	
0.0	0.0	0.0	-0.2	0.0	0.2	-0.1	0.0	-0.1	
0.0	-0.1	0.0	-0.3	0.0	0.3	0.0	-0.1	0.0	
0.0	-0.1	0.0	-0.3	0.0	0.3	0.0	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.3	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.3	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.3	-0.1	-0.1	0.0	
0.0	0.0	0.0	-0.2	0.0	0.2	0.0	-0.1	0.0	
0.0	0.0	0.0	-0.2	0.0	0.2	0.0	-0.1	0.0	
-0.2	0.0	0.0	-0.3	0.2	0.4	0.0	-0.1	0.0	
-0.2	0.0	0.0	-0.3	0.2	0.4	0.0	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.3	-0.2	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.3	-0.2	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	
-0.1	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	-0.1	0.0	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	-0.1	0.0	0.0	
0.1	0.1	0.1	-0.2	0.0	0.2	-0.1	-0.1	-0.1	
0.1	0.1	0.1	-0.2	0.0	0.2	-0.1	-0.1	-0.1	
-0.1	0.0	0.0	-0.3	0.1	0.4	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.3	0.1	0.4	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	-0.2	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	-0.2	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	-0.2	0.0	
0.0	0.0	-0.1	-0.3	0.1	0.2	-0.1	-0.1	0.0	
0.0	0.0	-0.1	-0.3	0.1	0.2	-0.1	-0.1	0.0	
-0.1	0.1	0.0	-0.3	0.2	0.4	-0.1	0.0	-0.1	
-0.1	0.1	0.0	-0.3	0.2	0.4	-0.1	0.0	-0.1	
-0.1	0.1	0.1	0.0	0.1	0.1	-0.2	0.0	-0.1	
-0.1	0.1	0.1	0.0	0.1	0.1	-0.2	0.0	-0.1	
0.0	0.0	0.0	-0.1	0.1	0.1	-0.1	-0.1	0.0	
0.0	0.0	0.0	-0.1	0.1	0.1	-0.1	-0.1	0.0	
0.0	0.2	0.1	-0.2	0.1	0.3	-0.3	0.0	-0.1	
0.0	0.2	0.1	-0.2	0.1	0.3	-0.3	0.0	-0.1	
-0.1	0.0	0.0	-0.1	0.2	0.2	-0.1	-0.2	0.0	
-0.1	0.0	0.0	-0.1	0.2	0.2	-0.1	-0.2	0.0	
-0.1	0.1	0.0	-0.3	0.1	0.4	-0.1	-0.1	-0.1	
0.0	0.0	0.0	-0.2	0.0	0.2	-0.1	-0.1	0.0	
0.0	0.0	0.0	-0.2	0.0	0.2	-0.1	-0.1	0.0	
0.0	-0.1	-0.1	-0.2	0.0	0.2	0.0	-0.1	0.0	
0.0	-0.1	-0.1	-0.2	0.0	0.2	0.0	-0.1	0.0	
-0.1	0.1	0.0	-0.4	0.1	0.4	-0.1	0.0	-0.1	
-0.1	0.1	0.0	-0.4	0.1	0.4	-0.1	0.0	-0.1	
-0.1	0.1	0.0	-0.2	0.1	0.3	-0.1	-0.1	-0.1	
-0.1	0.1	0.0	-0.2	0.1	0.3	-0.1	-0.1	-0.1	
0.1	0.1	0.0	-0.2	0.0	0.2	-0.1	0.0	-0.1	
0.1	0.1	0.0	-0.2	0.0	0.2	-0.1	0.0	-0.1	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.2	-0.1	-0.1	0.0	
0.0	0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	
0.0	0.0	0.0	0.0	0.1	0.1	0.0	-0.1	0.0	
0.0	0.1	0.0	-0.1	0.1	0.1	-0.1	0.0	0.0	
0.0	0.1	0.0	-0.1	0.1	0.1	-0.1	0.0	0.0	
-0.1	0.1	0.0	0.0	0.1	0.1	-0.1	-0.1	-0.1	
-0.1	0.1	0.0	0.0	0.1	0.1	-0.1	-0.1	-0.1	
-0.2	0.1	0.0	0.0	0.2	0.0	-0.1	-0.1	0.0	
-0.2	0.1	0.0	0.0	0.2	0.0	-0.1	-0.1	0.0	
-0.2	0.1	0.0	0.0	0.2	0.0	-0.1	-0.1	0.0	
0.0	-0.1	-0.1	0.0	0.0	0.0	0.1	0.0	0.1	
0.0	-0.1	-0.1	0.0	0.0	0.0	0.1	0.0	0.1	
0.0	0.1	0.1	-0.2	0.0	0.2	-0.2	0.0	-0.1	
0.0	0.1	0.1	-0.2	0.0	0.2	-0.2	0.0	-0.1	
-0.1	-0.1	-0.1	0.0	0.1	0.1	0.1	0.0	0.0	
-0.1	-0.1	-0.1	0.0	0.1	0.1	0.1	0.0	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.4	0.0	-0.1	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.4	0.0	-0.1	0.0	
-0.2	0.1	0.0	0.0	0.1	0.0	-0.1	-0.1	0.0	
-0.2	0.1	0.0	0.0	0.1	0.0	-0.1	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.1	0.0	0.0	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.1	0.0	0.0	-0.1	0.0	
-0.1	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	
-0.1	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	0.0	
-0.1	0.2	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
-0.1	0.2	0.1	-0.2	0.1	0.2	-0.2	-0.1	-0.1	
-0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	
-0.1	0.0	0.0	0.0	0.1	0.0	-0.1	0.0	0.0	
0.1	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.0	
0.1	0.0	0.0	0.0	0.0	-0.1	0.0	-0.1	0.0	
0.0	0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	-0.1	
0.0	0.0	-0.1	0.0	0.1	0.0	-0.1	0.0	-0.1	
-0.1	0.0	0.0	-0.2	0.1	0.3	0.0	0.0	0.0	
-0.1	0.0	0.0	-0.2	0.1	0.3	0.0	0.0	0.0	
0.0	-0.2	-0.1	-0.1	0.0	0.1	0.1	0.0	0.1	
0.0	-0.2	-0.1	-0.1	0.0	0.1	0.1	0.0	0.1	
0.0	-0.2	-0.1	-0.1	0.0	0.1	0.1	0.0	0.1	
-0.1	0.1	0.1	-0.1	0.1	0.3	-0.1	-0.1	-0.1	
-0.1	0.1	0.1	-0.1	0.1	0.3	-0.1	-0.1	-0.1	
-0.1	0.1	0.1	0.0	0.1	0.1	-0.1	-0.1	0.0	
-0.1	0.1	0.1	0.0	0.1	0.1	-0.1	-0.1	0.0	
0.0	0.0	0.0	0.2	0.0	-0.2	0.0	0.0	0.0	
0.0	0.0	0.0	0.2	0.0	-0.2	0.0	0.0	0.0	
0.0	0.0	0.0	0.1	0.1	0.1	0.0	-0.1	0.0	
0.0	0.0	0.0	0.1	0.1	0.1	0.0	-0.1	0.0	
