Time Stamp	Hip Pitch	Hip Roll	Hip Yaw	Knee Pitch	Knee Roll	Knee Yaw	Ankle Pitch	Ankle Roll	Ankle Yaw	Hjoint X	Hjoint Y	Hjoint Z	Kjoint X	Kjoint Y	Kjoint Z	Ajoint X	Ajoint Y	Ajoint Z	Ankle Path x	Ankle Path y	Ankle Path y	Hip OffPitch	Hip OffRoll	Hip OffYaw	Knee OffPitch	Knee OffRoll	Knee OffYaw	Ankle OffPitch	Ankle OffRoll	Ankle OffYaw	
303.6057	-0.810	-1.435	-0.322	0.546	6.204	2.933	-0.909	2.741	-1.402	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.000	-0.008										
303.614	-0.810	-1.435	-0.322	0.546	6.204	2.933	-0.909	2.741	-1.402	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.000	-0.008										
303.6223	-0.786	-1.459	-0.283	0.570	5.992	2.938	-0.921	2.964	-1.509	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.008										
303.6306	-0.786	-1.459	-0.283	0.570	5.992	2.938	-0.921	2.964	-1.509	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.008										
303.6389	-0.798	-1.343	-0.207	0.627	5.619	3.017	-0.911	3.328	-1.647	0.213	1.011	-0.375	0.213	1.011	-0.375	0.213	1.011	-0.375	0.018	0.001	-0.008										
303.6472	-0.798	-1.343	-0.207	0.627	5.619	3.017	-0.911	3.328	-1.647	0.213	1.011	-0.375	0.213	1.011	-0.375	0.213	1.011	-0.375	0.018	0.001	-0.008										
303.6555	-0.795	-1.462	-0.213	0.536	6.182	2.842	-0.912	2.850	-1.419	0.213	1.011	-0.375	0.213	1.011	-0.375	0.213	1.011	-0.375	0.017	0.001	-0.008										
303.6638	-0.795	-1.462	-0.213	0.536	6.182	2.842	-0.912	2.850	-1.419	0.213	1.011	-0.375	0.213	1.011	-0.375	0.213	1.011	-0.375	0.017	0.001	-0.008										
303.6721	-0.786	-1.431	-0.216	0.627	5.625	3.006	-0.941	3.355	-1.580	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.6804	-0.786	-1.431	-0.216	0.627	5.625	3.006	-0.941	3.355	-1.580	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.6887	-0.797	-1.422	-0.192	0.622	5.714	3.002	-0.916	3.253	-1.626	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.697	-0.797	-1.422	-0.192	0.622	5.714	3.002	-0.916	3.253	-1.626	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.7053	-0.811	-1.514	-0.277	0.518	6.406	2.802	-0.938	2.599	-1.298	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.007										
303.7136	-0.811	-1.514	-0.277	0.518	6.406	2.802	-0.938	2.599	-1.298	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.007										
303.7219	-0.810	-1.495	-0.366	0.583	6.049	2.923	-0.954	2.882	-1.400	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.016	0.001	-0.008										
303.7302	-0.810	-1.495	-0.366	0.583	6.049	2.923	-0.954	2.882	-1.400	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.016	0.001	-0.008										
303.7385	-0.796	-1.535	-0.156	0.543	6.249	2.816	-0.892	2.741	-1.487	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.7468	-0.796	-1.535	-0.156	0.543	6.249	2.816	-0.892	2.741	-1.487	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.7551	-0.789	-1.506	-0.178	0.724	5.553	3.156	-0.891	3.392	-1.809	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.007										
303.7634	-0.789	-1.506	-0.178	0.724	5.553	3.156	-0.891	3.392	-1.809	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.007										
303.7717	-0.775	-1.417	-0.184	0.768	5.163	3.217	-0.916	3.795	-1.773	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.78	-0.775	-1.417	-0.184	0.768	5.163	3.217	-0.916	3.795	-1.773	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.7883	-0.790	-1.502	-0.222	0.799	5.263	3.235	-0.898	3.688	-1.892	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.7966	-0.790	-1.502	-0.222	0.799	5.263	3.235	-0.898	3.688	-1.892	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.008										
303.8049	-0.774	-1.660	-0.223	0.794	5.369	3.229	-0.900	3.720	-1.772	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.007										
303.8132	-0.774	-1.660	-0.223	0.794	5.369	3.229	-0.900	3.720	-1.772	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.018	0.001	-0.007										
303.8215	-0.779	-1.638	-0.262	0.816	5.231	3.268	-0.890	3.807	-1.844	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.007										
303.8298	-0.779	-1.638	-0.262	0.816	5.231	3.268	-0.890	3.807	-1.844	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.007										
303.8381	-0.766	-1.623	-0.244	0.795	5.239	3.181	-0.904	3.781	-1.789	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.008										
303.8464	-0.766	-1.623	-0.244	0.795	5.239	3.181	-0.904	3.781	-1.789	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.008										
303.8547	-0.763	-1.619	-0.322	0.799	5.223	3.211	-0.875	3.740	-1.863	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.008										
303.863	-0.763	-1.619	-0.322	0.799	5.223	3.211	-0.875	3.740	-1.863	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.008										
303.8713	-0.748	-1.716	-0.361	0.783	5.359	3.181	-0.868	3.674	-1.784	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.8796	-0.748	-1.716	-0.361	0.783	5.359	3.181	-0.868	3.674	-1.784	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.8879	-0.760	-1.696	-0.345	0.826	5.192	3.236	-0.900	3.821	-1.816	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.007										
303.8962	-0.760	-1.696	-0.345	0.826	5.192	3.236	-0.900	3.821	-1.816	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.007										
303.9045	-0.752	-1.782	-0.345	0.773	5.589	3.143	-0.890	3.480	-1.758	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.9128	-0.752	-1.782	-0.345	0.773	5.589	3.143	-0.890	3.480	-1.758	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.9211	-0.748	-1.779	-0.388	0.797	5.461	3.188	-0.906	3.651	-1.691	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.9294	-0.748	-1.779	-0.388	0.797	5.461	3.188	-0.906	3.651	-1.691	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
303.9377	-0.755	-1.728	-0.472	0.788	5.421	3.206	-0.926	3.619	-1.624	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
303.946	-0.755	-1.728	-0.472	0.788	5.421	3.206	-0.926	3.619	-1.624	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
303.9543	-0.752	-1.848	-0.528	0.871	5.088	3.323	-0.918	3.987	-1.841	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.008										
303.9626	-0.752	-1.848	-0.528	0.871	5.088	3.323	-0.918	3.987	-1.841	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.008										
303.9709	-0.758	-1.825	-0.626	0.708	5.590	2.998	-0.950	3.473	-1.436	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.008										
303.9792	-0.758	-1.825	-0.626	0.708	5.590	2.998	-0.950	3.473	-1.436	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.008										
303.9875	-0.755	-1.877	-0.685	0.690	5.759	2.977	-0.930	3.294	-1.425	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
303.9958	-0.755	-1.877	-0.685	0.690	5.759	2.977	-0.930	3.294	-1.425	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
304.0041	-0.749	-1.860	-0.641	0.633	5.948	2.852	-0.940	3.113	-1.308	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
304.0124	-0.749	-1.860	-0.641	0.633	5.948	2.852	-0.940	3.113	-1.308	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
304.0207	-0.733	-1.912	-0.571	0.760	5.275	3.071	-0.944	3.855	-1.580	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.008										
304.029	-0.733	-1.912	-0.571	0.760	5.275	3.071	-0.944	3.855	-1.580	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.008										
304.0373	-0.728	-1.918	-0.593	0.704	5.559	3.010	-0.943	3.518	-1.481	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.007										
304.0456	-0.728	-1.918	-0.593	0.704	5.559	3.010	-0.943	3.518	-1.481	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.007										
304.0539	-0.733	-1.896	-0.556	0.847	5.123	3.271	-0.893	3.961	-1.860	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.013	0.001	-0.008										
304.0622	-0.733	-1.896	-0.556	0.847	5.123	3.271	-0.893	3.961	-1.860	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.013	0.001	-0.008										
304.0705	-0.720	-1.856	-0.536	0.677	5.648	2.956	-0.913	3.395	-1.501	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.013	0.001	-0.007										
304.0788	-0.720	-1.856	-0.536	0.677	5.648	2.956	-0.913	3.395	-1.501	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.013	0.001	-0.007										
304.0871	-0.736	-1.823	-0.595	0.711	5.531	3.036	-0.905	3.479	-1.592	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.007										
304.0954	-0.736	-1.823	-0.595	0.711	5.531	3.036	-0.905	3.479	-1.592	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.001	-0.007										
304.1037	-0.739	-1.929	-0.683	0.643	5.883	2.893	-0.966	3.185	-1.354	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
304.112	-0.739	-1.929	-0.683	0.643	5.883	2.893	-0.966	3.185	-1.354	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.000	-0.007										
304.1203	-0.756	-1.863	-0.704	0.714	5.519	3.028	-0.968	3.575	-1.444	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.001	-0.008										
304.1286	-0.756	-1.863	-0.704	0.714	5.519	3.028	-0.968	3.575	-1.444	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.011	0.001	-0.008										
304.1369	-0.726	-1.834	-0.549	0.635	5.836	2.862	-0.938	3.253	-1.379	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.000	-0.007										
304.1452	-0.726	-1.834	-0.549	0.635	5.836	2.862	-0.938	3.253	-1.379	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.012	0.000	-0.007										
304.1535	-0.724	-1.826	-0.495	0.826	5.139	3.269	-0.915	3.918	-1.837	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.1618	-0.724	-1.826	-0.495	0.826	5.139	3.269	-0.915	3.918	-1.837	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.1701	-0.740	-1.826	-0.465	0.814	5.246	3.252	-0.944	3.861	-1.680	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.1784	-0.740	-1.826	-0.465	0.814	5.246	3.252	-0.944	3.861	-1.680	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.1867	-0.733	-1.821	-0.407	0.739	5.593	3.108	-0.925	3.470	-1.701	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.195	-0.733	-1.821	-0.407	0.739	5.593	3.108	-0.925	3.470	-1.701	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.2033	-0.743	-1.777	-0.401	0.829	5.186	3.280	-0.898	3.843	-1.939	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
304.2116	-0.743	-1.777	-0.401	0.829	5.186	3.280	-0.898	3.843	-1.939	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.007										
304.2199	-0.742	-1.730	-0.368	0.807	5.191	3.226	-0.902	3.885	-1.831	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.2282	-0.742	-1.730	-0.368	0.807	5.191	3.226	-0.902	3.885	-1.831	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.2365	-0.735	-1.706	-0.373	0.828	4.937	3.242	-0.964	4.107	-1.773	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.2448	-0.735	-1.706	-0.373	0.828	4.937	3.242	-0.964	4.107	-1.773	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.2531	-0.737	-1.683	-0.329	0.581	5.807	2.775	-0.946	3.166	-1.403	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.2614	-0.737	-1.683	-0.329	0.581	5.807	2.775	-0.946	3.166	-1.403	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.014	0.001	-0.007										
304.2697	-0.744	-1.666	-0.346	0.672	5.372	2.949	-0.956	3.641	-1.554	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.278	-0.744	-1.666	-0.346	0.672	5.372	2.949	-0.956	3.641	-1.554	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.015	0.001	-0.008										
304.2863	-0.755	-1.700	-0.298	0.620	5.759	2.910	-0.906	3.308	-1.476	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.007										
304.2946	-0.755	-1.700	-0.298	0.620	5.759	2.910	-0.906	3.308	-1.476	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.016	0.001	-0.007										
304.3029	-0.778	-1.553	-0.271	0.660	5.631	3.014	-0.908	3.437	-1.519	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.007										
304.3112	-0.778	-1.553	-0.271	0.660	5.631	3.014	-0.908	3.437	-1.519	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.007										
304.3195	-0.779	-1.500	-0.294	0.615	5.801	2.952	-0.948	3.244	-1.379	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.007										
304.3278	-0.779	-1.500	-0.294	0.615	5.801	2.952	-0.948	3.244	-1.379	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.017	0.001	-0.007										
304.3361	-0.767	-1.543	-0.240	0.768	5.343	3.221	-0.928	3.740	-1.745	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.018	0.001	-0.007										
304.3444	-0.767	-1.543	-0.240	0.768	5.343	3.221	-0.928	3.740	-1.745	0.212	1.011	-0.374	0.212	1.011	-0.374	0.212	1.011	-0.374	0.018	0.001	-0.007										
304.3527	-0.761	-1.642	-0.263	0.600	5.741	2.910	-0.956	3.296	-1.447	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.008										
304.361	-0.761	-1.642	-0.263	0.600	5.741	2.910	-0.956	3.296	-1.447	0.213	1.011	-0.374	0.213	1.011	-0.374	0.213	1.011	-0.374	0.017	0.001	-0.008										
