Time Stamp	Hip Pitch	Hip Roll	Hip Yaw	Knee Pitch	Knee Roll	Knee Yaw	Ankle Pitch	Ankle Roll	Ankle Yaw	Hjoint X	Hjoint Y	Hjoint Z	Kjoint X	Kjoint Y	Kjoint Z	Ajoint X	Ajoint Y	Ajoint Z	Ankle Path x	Ankle Path y	Ankle Path y	Hip OffPitch	Hip OffRoll	Hip OffYaw	Knee OffPitch	Knee OffRoll	Knee OffYaw	Ankle OffPitch	Ankle OffRoll	Ankle OffYaw	
4.5152	-0.040	-0.028	-0.214		-0.020	0.003	-0.083		-1.008	0.860	0.303								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.001	0.000	0.001	-92.198	-53.982	128.241	-179.224	165.141	88.885	-0.020	166.100	-0.131	
4.5235	-0.094	-0.040	-0.046		0.114	0.010	-0.066		1.715	-1.679	-0.156								0.052	0.001	-0.077	0.052	0.001	-0.077	0.052	0.001	-0.077	0.001	0.000	0.000										
4.5318	-0.094	-0.040	-0.046		0.114	0.010	-0.066		1.715	-1.679	-0.156								0.052	0.001	-0.077	0.052	0.001	-0.077	0.052	0.001	-0.077	0.001	0.000	0.000										
4.5401	-0.104	-0.051	-0.125		0.152	0.022	-0.026		5.109	-5.224	0.179								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.000	0.000	0.000										
4.5484	-0.104	-0.051	-0.125		0.152	0.022	-0.026		5.109	-5.224	0.179								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.000	0.000	0.000										
4.5567	-0.007	-0.011	-0.312		0.107	-0.003	-0.179		-0.993	0.868	0.260								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.001	0.000	0.001										
4.565	-0.007	-0.011	-0.312		0.107	-0.003	-0.179		-0.993	0.868	0.260								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.001	0.000	0.001										
4.5733	-0.052	-0.032	-0.165		0.231	0.016	-0.018		6.425	-6.393	-0.098								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	-0.001	0.000	0.000										
4.5816	-0.052	-0.032	-0.165		0.231	0.016	-0.018		6.425	-6.393	-0.098								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	-0.001	0.000	0.000										
4.5899	-0.013	-0.012	-0.094		-0.006	0.011	0.002		0.423	-0.507	0.243								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.000	0.000	0.000										
4.5982	-0.013	-0.012	-0.094		-0.006	0.011	0.002		0.423	-0.507	0.243								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.000	0.000	0.000										
4.6065	-0.097	-0.048	-0.247		-0.371	-0.011	-0.218		-15.783	-344.347	0.409								0.053	0.000	-0.077	0.053	0.000	-0.077	0.053	0.000	-0.077	0.005	0.000	0.002										
4.6148	-0.097	-0.048	-0.247		-0.371	-0.011	-0.218		-15.783	-344.347	0.409								0.053	0.000	-0.077	0.053	0.000	-0.077	0.053	0.000	-0.077	0.005	0.000	0.002										
4.6231	0.022	0.003	-0.248		0.166	0.009	-0.114		2.599	-2.690	0.199								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.000	0.000	0.000										
4.6314	0.022	0.003	-0.248		0.166	0.009	-0.114		2.599	-2.690	0.199								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.000	0.000	0.000										
4.6397	-0.070	-0.045	-0.282		-0.162	-0.011	-0.247		-10.964	10.845	0.257								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.004	0.000	0.001										
4.648	-0.070	-0.045	-0.282		-0.162	-0.011	-0.247		-10.964	10.845	0.257								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.004	0.000	0.001										
4.6563	-0.106	-0.056	-0.180		0.109	0.021	-0.052		2.788	-2.901	0.113								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.001	0.000	0.000										
4.6646	-0.106	-0.056	-0.180		0.109	0.021	-0.052		2.788	-2.901	0.113								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.001	0.000	0.000										
4.6729	-0.047	-0.031	-0.199		-0.315	-0.010	-0.170		-12.211	12.111	0.277								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.004	0.000	0.001										
4.6812	-0.047	-0.031	-0.199		-0.315	-0.010	-0.170		-12.211	12.111	0.277								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.004	0.000	0.001										
4.6895	0.023	-0.014	-0.159		0.207	0.011	-0.022		8.473	-8.604	0.212								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	-0.002	0.000	0.000										
4.6978	0.023	-0.014	-0.159		0.207	0.011	-0.022		8.473	-8.604	0.212								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	-0.002	0.000	0.000										
4.7061	0.003	-0.015	-0.193		-0.064	0.011	-0.048		-3.382	3.289	0.207								0.055	0.000	-0.078	0.055	0.000	-0.078	0.055	0.000	-0.078	0.000	0.000	0.001										
4.7144	0.003	-0.015	-0.193		-0.064	0.011	-0.048		-3.382	3.289	0.207								0.055	0.000	-0.078	0.055	0.000	-0.078	0.055	0.000	-0.078	0.000	0.000	0.001										
4.7227	-0.021	-0.021	-0.195		0.188	0.026	-0.025		4.822	-4.894	0.100								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	-0.001	0.000	0.000										
4.731	-0.021	-0.021	-0.195		0.188	0.026	-0.025		4.822	-4.894	0.100								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	-0.001	0.000	0.000										
4.7393	-0.032	-0.020	-0.206		-0.042	0.003	-0.174		-4.526	4.409	0.192								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.002	0.000	0.001										
4.7476	-0.032	-0.020	-0.206		-0.042	0.003	-0.174		-4.526	4.409	0.192								0.054	0.000	-0.078	0.054	0.000	-0.078	0.054	0.000	-0.078	0.002	0.000	0.001										
4.7559	-0.139	-0.063	-0.294		-0.044	0.009	-0.167		-7.858	7.746	0.315								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.003	0.000	0.001										
4.7642	-0.139	-0.063	-0.294		-0.044	0.009	-0.167		-7.858	7.746	0.315								0.053	0.000	-0.078	0.053	0.000	-0.078	0.053	0.000	-0.078	0.003	0.000	0.001										
