Hip Pitch	Hip Roll	Hip Yaw	Knee Pitch	Knee Roll	Knee Yaw	Ankle Pitch	Ankle Roll	Ankle Yaw	Time Stamp

										26.6845	-20.92579	-19.84036	-9.21028	-0.3479215	-5.835796	7.070308	-170.3249	7.825575	-19.83755	
20.1	21.0	86.6	8.8	8.8	98.7	19.4	158.3	70.6		58.1581
										58.1581	-20.15428	-20.87606	-9.327018	-0.8972129	-5.790716	6.639252	-168.399	8.481937	-19.18843	
19.9	21.7	86.7	9.1	9.0	99.0	19.0	159.1	71.0		59.4778
19.9	21.7	86.7	9.1	9.0	99.0	19.0	159.1	71.0		59.4861
19.9	21.8	86.6	9.2	9.1	99.1	19.1	159.0	71.0		59.4944
19.9	21.8	86.6	9.2	9.1	99.1	19.1	159.0	71.0		59.5027
19.9	21.7	86.6	9.2	9.1	99.1	19.1	159.0	70.9		59.511
19.9	21.7	86.6	9.2	9.1	99.1	19.1	159.0	70.9		59.5193
19.9	21.7	86.7	9.1	9.0	99.0	19.0	159.1	71.0		59.5276
19.9	21.7	86.7	9.1	9.0	99.0	19.0	159.1	71.0		59.5359
19.9	21.8	86.7	9.0	9.0	99.0	19.3	158.8	70.7		59.5442
19.9	21.8	86.7	9.0	9.0	99.0	19.3	158.8	70.7		59.5525
19.9	21.8	86.7	9.2	9.1	99.1	19.2	158.8	70.8		59.5608
19.9	21.8	86.7	9.2	9.1	99.1	19.2	158.8	70.8		59.5691
19.9	21.7	86.6	9.2	9.1	99.1	19.2	158.8	70.8		59.5774
19.9	21.7	86.6	9.2	9.1	99.1	19.2	158.8	70.8		59.5857
19.9	21.7	86.7	9.2	9.2	99.1	19.2	158.9	70.8		59.594
19.9	21.7	86.7	9.2	9.2	99.1	19.2	158.9	70.8		59.6023
19.9	21.8	86.7	9.0	9.1	99.0	19.1	158.4	70.9		59.6106
19.9	21.8	86.7	9.0	9.1	99.0	19.1	158.4	70.9		59.6189
19.9	21.9	86.7	8.8	8.9	98.8	19.0	158.5	71.0		59.6272
19.9	21.9	86.7	8.8	8.9	98.8	19.0	158.5	71.0		59.6355
19.9	21.8	86.7	8.8	8.8	98.7	18.6	159.3	71.5		59.6438
19.9	21.8	86.7	8.8	8.8	98.7	18.6	159.3	71.5		59.6521
19.9	21.7	86.6	8.8	9.0	98.8	18.6	159.0	71.5		59.6604
19.9	21.7	86.6	8.8	9.0	98.8	18.6	159.0	71.5		59.6687
19.9	21.9	86.6	8.9	9.2	98.9	18.6	159.0	71.4		59.677
19.9	21.9	86.6	8.9	9.2	98.9	18.6	159.0	71.4		59.6853
19.9	21.9	86.7	9.1	9.4	99.1	19.0	158.5	71.1		59.6936
19.9	21.9	86.7	9.1	9.4	99.1	19.0	158.5	71.1		59.7019
19.9	21.7	86.7	9.1	9.5	99.0	18.8	158.6	71.2		59.7102
19.9	21.7	86.7	9.1	9.5	99.0	18.8	158.6	71.2		59.7185
19.9	21.7	86.8	9.1	9.5	99.0	18.9	158.5	71.2		59.7268
19.9	21.7	86.8	9.1	9.5	99.0	18.9	158.5	71.2		59.7351
19.9	21.7	86.6	9.3	9.4	99.3	19.0	159.0	71.0		59.7434
19.9	21.7	86.6	9.3	9.4	99.3	19.0	159.0	71.0		59.7517
20.0	21.5	86.6	9.4	9.5	99.3	19.2	158.7	70.8		59.76
20.0	21.5	86.6	9.4	9.5	99.3	19.2	158.7	70.8		59.7683
20.0	21.6	86.5	9.1	9.2	99.1	18.9	159.3	71.2		59.7766
20.0	21.6	86.5	9.1	9.2	99.1	18.9	159.3	71.2		59.7849
20.0	21.5	86.6	9.3	9.3	99.3	18.8	159.6	71.2		59.7932
20.0	21.5	86.6	9.3	9.3	99.3	18.8	159.6	71.2		59.8015
20.0	21.5	86.5	9.4	9.5	99.4	18.8	159.6	71.2		59.8098
20.0	21.5	86.5	9.4	9.5	99.4	18.8	159.6	71.2		59.8181
20.0	21.4	86.6	9.3	9.5	99.3	18.7	159.6	71.3		59.8264
20.0	21.4	86.6	9.3	9.5	99.3	18.7	159.6	71.3		59.8347
20.0	21.7	86.5	9.2	9.9	99.1	18.6	158.8	71.4		59.843
20.0	21.7	86.5	9.2	9.9	99.1	18.6	158.8	71.4		59.8513
20.0	21.3	86.6	9.1	10.1	99.0	18.5	158.9	71.6		59.8596
20.0	21.3	86.6	9.1	10.1	99.0	18.5	158.9	71.6		59.8679
20.0	21.5	86.5	9.0	9.9	99.0	18.3	159.0	71.7		59.8762
20.0	21.5	86.5	9.0	9.9	99.0	18.3	159.0	71.7		59.8845
20.0	21.3	86.5	9.0	10.0	99.0	18.2	159.3	71.9		59.8928
20.0	21.3	86.5	9.0	10.0	99.0	18.2	159.3	71.9		59.9011
20.0	21.4	86.5	9.3	9.8	99.3	18.3	159.8	71.8		59.9094
20.0	21.4	86.5	9.3	9.8	99.3	18.3	159.8	71.8		59.9177
20.0	21.5	86.5	9.2	9.7	99.2	18.4	159.8	71.7		59.926
20.0	21.5	86.5	9.2	9.7	99.2	18.4	159.8	71.7		59.9343
20.0	21.3	86.5	9.2	9.6	99.2	18.4	159.9	71.6		59.9426
20.0	21.3	86.5	9.2	9.6	99.2	18.4	159.9	71.6		59.9509
20.0	21.3	86.5	9.0	9.3	99.0	18.5	159.8	71.5		59.9592
20.0	21.3	86.5	9.0	9.3	99.0	18.5	159.8	71.5		59.9675
20.0	21.3	86.5	9.0	9.4	99.0	18.4	160.0	71.6		59.9758
20.0	21.3	86.5	9.0	9.4	99.0	18.4	160.0	71.6		59.9841
20.0	21.4	86.5	9.0	9.4	99.0	18.0	160.4	72.0		59.9924
20.0	21.4	86.5	9.0	9.4	99.0	18.0	160.4	72.0		60.0007
20.0	21.3	86.6	9.2	9.6	99.2	18.0	160.4	72.0		60.009
20.0	21.3	86.6	9.2	9.6	99.2	18.0	160.4	72.0		60.0173
20.0	21.2	86.6	9.4	10.1	99.4	17.9	160.2	72.1		60.0256
20.0	21.2	86.6	9.4	10.1	99.4	17.9	160.2	72.1		60.0339
20.0	21.2	86.6	9.3	10.1	99.3	17.8	160.3	72.2		60.0422
20.0	21.2	86.6	9.3	10.1	99.3	17.8	160.3	72.2		60.0505
